iter	MAE_SumError	MAE_SumWeight	RMSE_SumError	RMSE_SumWeight
501	443862209.4	39071	2.86555452e+13	39071
502	443630857.7	39071	2.861892034e+13	39071
503	443339309.9	39071	2.858920006e+13	39071
504	443210057.4	39071	2.856292621e+13	39071
505	443130829.4	39071	2.855063356e+13	39071
506	442839384.7	39071	2.851919853e+13	39071
507	442720628	39071	2.85064163e+13	39071
508	442699501.2	39071	2.849835869e+13	39071
509	442592850	39071	2.847568098e+13	39071
510	442458373.9	39071	2.847035118e+13	39071
511	442270300.6	39071	2.845821098e+13	39071
512	441983416.2	39071	2.843521729e+13	39071
513	441661200.3	39071	2.841018853e+13	39071
514	441494611	39071	2.838554596e+13	39071
515	441240334.9	39071	2.837199586e+13	39071
516	441067121.7	39071	2.834757554e+13	39071
517	440939296.5	39071	2.833549206e+13	39071
518	440833573.4	39071	2.8324479e+13	39071
519	440579405.4	39071	2.830934988e+13	39071
520	440470950.8	39071	2.830118499e+13	39071
521	440315574.1	39071	2.828783519e+13	39071
522	440205884.1	39071	2.828085711e+13	39071
523	439991704.9	39071	2.826849923e+13	39071
524	439887551.4	39071	2.825616283e+13	39071
525	439689218.6	39071	2.82339032e+13	39071
526	439391137.1	39071	2.821238923e+13	39071
527	439329189.6	39071	2.820648979e+13	39071
528	439024438.3	39071	2.81850854e+13	39071
529	438937107.1	39071	2.817268024e+13	39071
530	438832533.5	39071	2.816044593e+13	39071
531	438652657.5	39071	2.814417627e+13	39071
532	438495521.1	39071	2.812006573e+13	39071
533	438406416	39071	2.810752798e+13	39071
534	438265020.8	39071	2.809550435e+13	39071
535	438203924	39071	2.80895159e+13	39071
536	437998703.6	39071	2.807592585e+13	39071
537	437787643.8	39071	2.805547669e+13	39071
538	437523739.2	39071	2.804096335e+13	39071
539	437266263.7	39071	2.802256059e+13	39071
540	437076942.1	39071	2.798883828e+13	39071
541	436866995.4	39071	2.797909434e+13	39071
542	436591641.1	39071	2.795428123e+13	39071
543	436332975.8	39071	2.793277903e+13	39071
544	436042725.5	39071	2.791497364e+13	39071
545	435947818.6	39071	2.790499171e+13	39071
546	435858500.8	39071	2.788980743e+13	39071
547	435614791.2	39071	2.786818648e+13	39071
548	435380486.2	39071	2.785017586e+13	39071
549	435344339.7	39071	2.784436079e+13	39071
550	435325321.4	39071	2.78331228e+13	39071
551	435268570.1	39071	2.780606169e+13	39071
552	435042891.9	39071	2.778950358e+13	39071
553	434886166.4	39071	2.777419116e+13	39071
554	434825010.5	39071	2.77684986e+13	39071
555	434731710.8	39071	2.775436524e+13	39071
556	434520924.2	39071	2.772779197e+13	39071
557	434319218.3	39071	2.771327432e+13	39071
558	434308647.4	39071	2.770868088e+13	39071
559	434239819.5	39071	2.769726751e+13	39071
560	434174149	39071	2.769372627e+13	39071
561	434015731	39071	2.768358103e+13	39071
562	433847238.3	39071	2.767393505e+13	39071
563	433656937	39071	2.765422809e+13	39071
564	433630844.6	39071	2.764949827e+13	39071
565	433607597.2	39071	2.764396457e+13	39071
566	433550137.8	39071	2.763878514e+13	39071
567	433545390.9	39071	2.763522008e+13	39071
568	433359389.3	39071	2.761622499e+13	39071
569	433274849.7	39071	2.760227655e+13	39071
570	433155691.2	39071	2.759211939e+13	39071
571	433059441.3	39071	2.758272723e+13	39071
572	433054332.5	39071	2.757883839e+13	39071
573	432957530.6	39071	2.757106953e+13	39071
574	432683878.4	39071	2.75445541e+13	39071
575	432663577.7	39071	2.753837216e+13	39071
576	432654516.3	39071	2.753348452e+13	39071
577	432473440.5	39071	2.752212338e+13	39071
578	432451205.8	39071	2.75169571e+13	39071
579	432419326.4	39071	2.750296149e+13	39071
580	432223931.3	39071	2.748678602e+13	39071
581	432142395.8	39071	2.747392678e+13	39071
582	432137171.2	39071	2.747052105e+13	39071
583	432114765.5	39071	2.746642263e+13	39071
584	431891496.1	39071	2.744681302e+13	39071
585	431664524.4	39071	2.74341223e+13	39071
586	431437190.4	39071	2.742050388e+13	39071
587	431244351.6	39071	2.741106694e+13	39071
588	430986910	39071	2.7399094e+13	39071
589	430786103.3	39071	2.738966955e+13	39071
590	430620431.8	39071	2.737431251e+13	39071
591	430609710	39071	2.736872343e+13	39071
592	430406453.5	39071	2.735421147e+13	39071
593	430343674.3	39071	2.734278337e+13	39071
594	430313319.8	39071	2.733589248e+13	39071
595	430107224.3	39071	2.731900837e+13	39071
596	429960134.3	39071	2.731010679e+13	39071
597	429884948.7	39071	2.730337918e+13	39071
598	429789410.3	39071	2.729484258e+13	39071
599	429616259.1	39071	2.727222732e+13	39071
600	429425611.8	39071	2.725874166e+13	39071
601	429355301.5	39071	2.725618141e+13	39071
602	429183500.8	39071	2.724726979e+13	39071
603	429136661.4	39071	2.72426162e+13	39071
604	429037257	39071	2.723370036e+13	39071
605	428980097.1	39071	2.722890342e+13	39071
606	428785761.5	39071	2.721147153e+13	39071
607	428661836	39071	2.719039982e+13	39071
608	428552632.6	39071	2.718177705e+13	39071
609	428461969.4	39071	2.717655942e+13	39071
610	428403536.2	39071	2.716689023e+13	39071
611	428196878.1	39071	2.715163818e+13	39071
612	428110406.4	39071	2.714134202e+13	39071
613	428043649	39071	2.713231946e+13	39071
614	428006088.7	39071	2.713243441e+13	39071
615	427937791.3	39071	2.712528573e+13	39071
616	427769149.7	39071	2.711032161e+13	39071
617	427652847.8	39071	2.709649342e+13	39071
618	427626236.7	39071	2.708999524e+13	39071
619	427552126.9	39071	2.708104765e+13	39071
620	427365775.8	39071	2.706760977e+13	39071
621	427344215.2	39071	2.70634579e+13	39071
622	427274156.8	39071	2.705571185e+13	39071
623	427208309	39071	2.704831991e+13	39071
624	427040250.2	39071	2.703444934e+13	39071
625	426940194	39071	2.702201705e+13	39071
626	426804850.7	39071	2.701218567e+13	39071
627	426800558.9	39071	2.700909035e+13	39071
628	426790839.2	39071	2.70042123e+13	39071
629	426562403.5	39071	2.69874272e+13	39071
630	426470765.7	39071	2.697500679e+13	39071
631	426287005.8	39071	2.69601375e+13	39071
632	426284469.1	39071	2.695719927e+13	39071
633	426054711.9	39071	2.694379526e+13	39071
634	426035091.6	39071	2.693977179e+13	39071
635	425834377	39071	2.692026846e+13	39071
636	425630289	39071	2.690588409e+13	39071
637	425582527.2	39071	2.690210738e+13	39071
638	425508624.5	39071	2.68948998e+13	39071
639	425369610.4	39071	2.687776512e+13	39071
640	425333381.8	39071	2.687352936e+13	39071
641	425115677.3	39071	2.685433909e+13	39071
642	424967299.7	39071	2.684175148e+13	39071
643	424894334.2	39071	2.683576187e+13	39071
644	424739415.5	39071	2.682122322e+13	39071
645	424680138.1	39071	2.68116045e+13	39071
646	424555537.4	39071	2.680092817e+13	39071
647	424484929.3	39071	2.679404547e+13	39071
648	424368045.6	39071	2.679067824e+13	39071
649	424233635.4	39071	2.678231572e+13	39071
650	424179017.5	39071	2.677646457e+13	39071
651	424035961.5	39071	2.676393727e+13	39071
652	423934277.7	39071	2.674272915e+13	39071
653	423833060.7	39071	2.672360939e+13	39071
654	423758047.3	39071	2.672015675e+13	39071
655	423687824.7	39071	2.671115077e+13	39071
656	423582538.2	39071	2.670371405e+13	39071
657	423510450.4	39071	2.670093201e+13	39071
658	423350771.9	39071	2.669450352e+13	39071
659	423163304.5	39071	2.668770274e+13	39071
660	423110063.5	39071	2.666502528e+13	39071
661	423044242.5	39071	2.66615518e+13	39071
662	422838588.7	39071	2.664808201e+13	39071
663	422799100.7	39071	2.664724226e+13	39071
664	422780173.3	39071	2.664351778e+13	39071
665	422772153.1	39071	2.664069447e+13	39071
666	422707112.4	39071	2.663870958e+13	39071
667	422545670.3	39071	2.662538937e+13	39071
668	422377726.5	39071	2.660969412e+13	39071
669	422202868.4	39071	2.659765211e+13	39071
670	422138014.6	39071	2.659053761e+13	39071
671	421977920.9	39071	2.657871641e+13	39071
672	421901173.3	39071	2.657200165e+13	39071
673	421817655.8	39071	2.656052087e+13	39071
674	421752788.9	39071	2.655324502e+13	39071
675	421697912.8	39071	2.654373863e+13	39071
676	421574944.8	39071	2.652938637e+13	39071
677	421431380.1	39071	2.651798777e+13	39071
678	421304658.8	39071	2.650134787e+13	39071
679	421230425.5	39071	2.649405853e+13	39071
680	421196356.3	39071	2.648631851e+13	39071
681	421092967.9	39071	2.647793334e+13	39071
682	421037229.8	39071	2.646863101e+13	39071
683	420932328.2	39071	2.646405476e+13	39071
684	420775714.1	39071	2.645165766e+13	39071
685	420674826	39071	2.643964251e+13	39071
686	420612105.4	39071	2.643326073e+13	39071
687	420532372.6	39071	2.64262408e+13	39071
688	420499700.3	39071	2.641748122e+13	39071
689	420361517.3	39071	2.640365009e+13	39071
690	420270944.7	39071	2.639497014e+13	39071
691	420216871.4	39071	2.63854959e+13	39071
692	420095316.4	39071	2.637341026e+13	39071
693	419975273.1	39071	2.636859325e+13	39071
694	419958191.5	39071	2.636320156e+13	39071
695	419775065.3	39071	2.63511676e+13	39071
696	419662953.1	39071	2.634614374e+13	39071
697	419593829.4	39071	2.634038031e+13	39071
698	419556764.8	39071	2.634168483e+13	39071
699	419466398.9	39071	2.634107391e+13	39071
700	419323167.7	39071	2.632849748e+13	39071
701	419294767.8	39071	2.632250942e+13	39071
702	419150796.2	39071	2.631242982e+13	39071
703	419042312.8	39071	2.630645656e+13	39071
704	418982580.9	39071	2.630025947e+13	39071
705	418896752.4	39071	2.628627387e+13	39071
706	418845627.5	39071	2.628473301e+13	39071
707	418689338.3	39071	2.627711312e+13	39071
708	418556382.9	39071	2.626893055e+13	39071
709	418439704.8	39071	2.625708508e+13	39071
710	418277101.9	39071	2.624390382e+13	39071
711	418192369.1	39071	2.622114196e+13	39071
712	418062629.7	39071	2.621145359e+13	39071
713	417887495.4	39071	2.620036693e+13	39071
714	417833436.8	39071	2.619614577e+13	39071
715	417799331.7	39071	2.619596033e+13	39071
716	417720977.4	39071	2.618211507e+13	39071
717	417581782.6	39071	2.616859185e+13	39071
718	417445657.7	39071	2.616190822e+13	39071
719	417383055.5	39071	2.615398133e+13	39071
720	417313823.6	39071	2.615107322e+13	39071
721	417221143.7	39071	2.614531939e+13	39071
722	417111807.7	39071	2.613536881e+13	39071
723	416983496.7	39071	2.612728545e+13	39071
724	416926803.9	39071	2.612462887e+13	39071
725	416924392.6	39071	2.612092096e+13	39071
726	416812358.3	39071	2.61164888e+13	39071
727	416768633.7	39071	2.611063835e+13	39071
728	416684051.4	39071	2.610318859e+13	39071
729	416633528.2	39071	2.609455314e+13	39071
730	416484722.2	39071	2.608266411e+13	39071
731	416406399.3	39071	2.607194173e+13	39071
732	416383968.8	39071	2.606619081e+13	39071
733	416279277.3	39071	2.605539036e+13	39071
734	416157892.5	39071	2.604583813e+13	39071
735	416059452.5	39071	2.603921652e+13	39071
736	415955869.6	39071	2.602944166e+13	39071
737	415920918.1	39071	2.602424713e+13	39071
738	415895772.4	39071	2.602104441e+13	39071
739	415862318.6	39071	2.601544283e+13	39071
740	415737522.8	39071	2.600419963e+13	39071
741	415663767.8	39071	2.599934741e+13	39071
742	415615489.2	39071	2.599238183e+13	39071
743	415561524.7	39071	2.598699221e+13	39071
744	415522230.1	39071	2.598135364e+13	39071
745	415357356.6	39071	2.59692036e+13	39071
746	415331292	39071	2.596391773e+13	39071
747	415245780.3	39071	2.595580575e+13	39071
748	415235381.1	39071	2.595450975e+13	39071
749	415107898.8	39071	2.594652277e+13	39071
750	415020170.4	39071	2.593820581e+13	39071
751	414925194.1	39071	2.593238492e+13	39071
752	414803980.3	39071	2.592571874e+13	39071
753	414713194.3	39071	2.591587986e+13	39071
754	414665210.7	39071	2.591111647e+13	39071
755	414545770.8	39071	2.590479003e+13	39071
756	414488775.7	39071	2.590427874e+13	39071
757	414375118.8	39071	2.589413544e+13	39071
758	414265569.7	39071	2.588515655e+13	39071
759	414228678.7	39071	2.58808375e+13	39071
760	414163676.2	39071	2.587708885e+13	39071
761	414083697.7	39071	2.587107793e+13	39071
762	414001560.3	39071	2.586177306e+13	39071
763	413892779.7	39071	2.584798039e+13	39071
764	413869268.1	39071	2.584528334e+13	39071
765	413801900.4	39071	2.583429099e+13	39071
766	413698912.1	39071	2.582882179e+13	39071
767	413642401.1	39071	2.582230432e+13	39071
768	413509026.3	39071	2.580850472e+13	39071
769	413494928.2	39071	2.58077776e+13	39071
770	413430044.2	39071	2.579752417e+13	39071
771	413272461.7	39071	2.579155391e+13	39071
772	413199070.8	39071	2.578426228e+13	39071
773	413041201.8	39071	2.577755709e+13	39071
774	412996362.9	39071	2.577520094e+13	39071
775	412941763.6	39071	2.576753757e+13	39071
776	412814798	39071	2.575848023e+13	39071
777	412811826.7	39071	2.575521341e+13	39071
778	412733801	39071	2.574654995e+13	39071
779	412684406.9	39071	2.574496276e+13	39071
780	412652419.1	39071	2.574791511e+13	39071
781	412529183.2	39071	2.574233347e+13	39071
782	412469890.5	39071	2.573733396e+13	39071
783	412340424.2	39071	2.573056472e+13	39071
784	412302354.6	39071	2.572851829e+13	39071
785	412163106.8	39071	2.572053547e+13	39071
786	412144403.8	39071	2.572009053e+13	39071
787	412144765.9	39071	2.571816546e+13	39071
788	412094555.1	39071	2.571550629e+13	39071
789	412046269.6	39071	2.570521313e+13	39071
790	412015578.5	39071	2.569932095e+13	39071
791	411889711.7	39071	2.569079372e+13	39071
792	411810209.9	39071	2.568392871e+13	39071
793	411801890.3	39071	2.568199002e+13	39071
794	411751888.2	39071	2.567571314e+13	39071
795	411650221.7	39071	2.5663453e+13	39071
796	411589553.8	39071	2.565977326e+13	39071
797	411573258.8	39071	2.565918784e+13	39071
798	411472488.8	39071	2.565138932e+13	39071
799	411376632.5	39071	2.564742043e+13	39071
800	411302606.1	39071	2.563928526e+13	39071
801	411234292.7	39071	2.563264383e+13	39071
802	411151976.8	39071	2.562604062e+13	39071
803	411080282.8	39071	2.561771455e+13	39071
804	411023961.5	39071	2.561747193e+13	39071
805	410955579.8	39071	2.560454968e+13	39071
806	410824811.2	39071	2.559252883e+13	39071
807	410808069.2	39071	2.558637294e+13	39071
808	410801067.3	39071	2.558351913e+13	39071
809	410729041.6	39071	2.557562779e+13	39071
810	410682070.1	39071	2.556054265e+13	39071
811	410626358.3	39071	2.555643291e+13	39071
812	410548858.7	39071	2.55535646e+13	39071
813	410475236.7	39071	2.554895043e+13	39071
814	410346162.2	39071	2.553377301e+13	39071
815	410191724.1	39071	2.552574708e+13	39071
816	410133202.7	39071	2.551834439e+13	39071
817	410045961.7	39071	2.551332938e+13	39071
818	409952091	39071	2.550609657e+13	39071
819	409891837.3	39071	2.550185848e+13	39071
820	409839009.9	39071	2.549344722e+13	39071
821	409798844.2	39071	2.548755661e+13	39071
822	409775121.6	39071	2.548258949e+13	39071
823	409715259.3	39071	2.54779367e+13	39071
824	409653478.8	39071	2.546880512e+13	39071
825	409576540.7	39071	2.545580804e+13	39071
826	409550835.7	39071	2.545701498e+13	39071
827	409544836.1	39071	2.545381246e+13	39071
828	409491638.1	39071	2.545050516e+13	39071
829	409299294.9	39071	2.544004431e+13	39071
830	409106084.4	39071	2.543228969e+13	39071
831	409070768.2	39071	2.542734369e+13	39071
832	408981463.7	39071	2.541960783e+13	39071
833	408909956.1	39071	2.541183513e+13	39071
834	408891059.2	39071	2.540162511e+13	39071
835	408706892.9	39071	2.539073136e+13	39071
836	408616099.2	39071	2.538573943e+13	39071
837	408581896.4	39071	2.538233661e+13	39071
838	408454788.5	39071	2.537895077e+13	39071
839	408411213.2	39071	2.537664262e+13	39071
840	408352748.6	39071	2.536552033e+13	39071
841	408249660.4	39071	2.536134744e+13	39071
842	408162457.7	39071	2.535688996e+13	39071
843	408056393	39071	2.53436177e+13	39071
844	407980922	39071	2.533671427e+13	39071
845	407916955	39071	2.533325489e+13	39071
846	407880503.4	39071	2.532923736e+13	39071
847	407836837.2	39071	2.533012893e+13	39071
848	407701389.2	39071	2.53252315e+13	39071
849	407635604	39071	2.531809315e+13	39071
850	407606228.4	39071	2.531380736e+13	39071
851	407509224.3	39071	2.53067269e+13	39071
852	407509918.4	39071	2.530802526e+13	39071
853	407503854.2	39071	2.530619733e+13	39071
854	407397349.3	39071	2.530195204e+13	39071
855	407326354.8	39071	2.529569132e+13	39071
856	407233653	39071	2.528812722e+13	39071
857	407219796.2	39071	2.528127413e+13	39071
858	407170337.8	39071	2.52768309e+13	39071
859	407133422	39071	2.527142931e+13	39071
860	407096738.8	39071	2.526743641e+13	39071
861	407063227.2	39071	2.52628851e+13	39071
862	406915031.1	39071	2.525199823e+13	39071
863	406874820.9	39071	2.524766866e+13	39071
864	406752845.9	39071	2.523655733e+13	39071
865	406688525.6	39071	2.521981553e+13	39071
866	406664482.1	39071	2.521611462e+13	39071
867	406629816.6	39071	2.521027237e+13	39071
868	406592528.3	39071	2.520442859e+13	39071
869	406570618.1	39071	2.520044181e+13	39071
870	406546747.7	39071	2.519578321e+13	39071
871	406480246.3	39071	2.519172854e+13	39071
872	406468038.7	39071	2.519194422e+13	39071
873	406444132.9	39071	2.518936617e+13	39071
874	406436159.3	39071	2.518887576e+13	39071
875	406430469.2	39071	2.518727844e+13	39071
876	406354985	39071	2.51869697e+13	39071
877	406267776	39071	2.517756162e+13	39071
878	406261621.2	39071	2.517484098e+13	39071
879	406204266.4	39071	2.515822927e+13	39071
880	406141190.3	39071	2.515466478e+13	39071
881	406074480.6	39071	2.515136361e+13	39071
882	406015213.1	39071	2.514468644e+13	39071
883	405884482.8	39071	2.513373015e+13	39071
884	405815066.5	39071	2.511996695e+13	39071
885	405784843.8	39071	2.511930095e+13	39071
886	405742179.8	39071	2.511167575e+13	39071
887	405648814.2	39071	2.510677504e+13	39071
888	405580040.4	39071	2.509994566e+13	39071
889	405548460.4	39071	2.509795607e+13	39071
890	405493976.6	39071	2.508892143e+13	39071
891	405467484.6	39071	2.508259083e+13	39071
892	405383859.7	39071	2.507448592e+13	39071
893	405266021.9	39071	2.506774678e+13	39071
894	405179191.2	39071	2.505840772e+13	39071
895	405159373.1	39071	2.505325046e+13	39071
896	405117387.9	39071	2.504785488e+13	39071
897	405088187.8	39071	2.503045689e+13	39071
898	405038479.8	39071	2.502703711e+13	39071
899	404972836	39071	2.502172869e+13	39071
900	404880346.3	39071	2.501260614e+13	39071
901	404811144	39071	2.501079135e+13	39071
902	404635909.5	39071	2.499601843e+13	39071
903	404516718.2	39071	2.498941293e+13	39071
904	404496101.5	39071	2.498705841e+13	39071
905	404445377	39071	2.498180182e+13	39071
906	404287008.5	39071	2.49767233e+13	39071
907	404213741.2	39071	2.497248825e+13	39071
908	404155533	39071	2.496810746e+13	39071
909	404067196.9	39071	2.496865347e+13	39071
910	403993883.1	39071	2.495848162e+13	39071
911	403957113.8	39071	2.495650975e+13	39071
912	403956857.7	39071	2.49551031e+13	39071
913	403890204.4	39071	2.495045874e+13	39071
914	403790367.1	39071	2.494171834e+13	39071
915	403749868.5	39071	2.493855349e+13	39071
916	403747409.3	39071	2.493652317e+13	39071
917	403746498.1	39071	2.493557227e+13	39071
918	403718420.1	39071	2.49186806e+13	39071
919	403600747	39071	2.490790441e+13	39071
920	403568575.1	39071	2.490310562e+13	39071
921	403421929.4	39071	2.489387712e+13	39071
922	403357822.8	39071	2.489135345e+13	39071
923	403259018.7	39071	2.488675831e+13	39071
924	403225185.7	39071	2.488463424e+13	39071
925	403102182.6	39071	2.488002727e+13	39071
926	403061789.2	39071	2.486945087e+13	39071
927	403015528.5	39071	2.485874794e+13	39071
928	402941736.2	39071	2.485409997e+13	39071
929	402818089.7	39071	2.483918386e+13	39071
930	402801806.7	39071	2.483583014e+13	39071
931	402743164.8	39071	2.483434416e+13	39071
932	402648719.5	39071	2.482617239e+13	39071
933	402589914.1	39071	2.482148261e+13	39071
934	402546139.8	39071	2.481866864e+13	39071
935	402508932.6	39071	2.481508848e+13	39071
936	402375661.4	39071	2.480715851e+13	39071
937	402345631.4	39071	2.480307492e+13	39071
938	402244908.7	39071	2.478758929e+13	39071
939	402184318.6	39071	2.478544978e+13	39071
940	402126307.7	39071	2.477815887e+13	39071
941	402081437.8	39071	2.477256576e+13	39071
942	402050994	39071	2.476607685e+13	39071
943	401988056	39071	2.47583658e+13	39071
944	401971419	39071	2.475649555e+13	39071
945	401970811.2	39071	2.475576287e+13	39071
946	401927880.9	39071	2.475114448e+13	39071
947	401899909.2	39071	2.47485759e+13	39071
948	401821967.3	39071	2.473842797e+13	39071
949	401806898.2	39071	2.473710279e+13	39071
950	401802057.3	39071	2.473914102e+13	39071
951	401733914.6	39071	2.473613802e+13	39071
952	401644814	39071	2.473068907e+13	39071
953	401591028.1	39071	2.472818629e+13	39071
954	401524898.8	39071	2.471887921e+13	39071
955	401453671.3	39071	2.47114747e+13	39071
956	401377081.8	39071	2.469885025e+13	39071
957	401330236	39071	2.469669833e+13	39071
958	401279774.4	39071	2.469061035e+13	39071
959	401219784.4	39071	2.468611292e+13	39071
960	401221809.7	39071	2.468796732e+13	39071
961	401207339.8	39071	2.468249114e+13	39071
962	401162173.9	39071	2.467963601e+13	39071
963	401154421.6	39071	2.467746781e+13	39071
964	401127614.1	39071	2.467519812e+13	39071
965	401056671.2	39071	2.467201898e+13	39071
966	400976564.1	39071	2.466375973e+13	39071
967	400922955.5	39071	2.466061273e+13	39071
968	400797450.5	39071	2.465569017e+13	39071
969	400661180.8	39071	2.463984273e+13	39071
970	400519814	39071	2.462961108e+13	39071
971	400385470.7	39071	2.462132588e+13	39071
972	400223416.3	39071	2.460623508e+13	39071
973	400148228.8	39071	2.459872338e+13	39071
974	399995174.5	39071	2.459083104e+13	39071
975	399984604.5	39071	2.458804613e+13	39071
976	399901214.5	39071	2.457741664e+13	39071
977	399783908.6	39071	2.456290164e+13	39071
978	399668190.8	39071	2.454893858e+13	39071
979	399566851.3	39071	2.454123617e+13	39071
980	399453709.7	39071	2.452758584e+13	39071
981	399329965.3	39071	2.451966963e+13	39071
982	399222784.8	39071	2.451520778e+13	39071
983	399104434.3	39071	2.450660396e+13	39071
984	399001856.2	39071	2.450215616e+13	39071
985	398834495.5	39071	2.449294329e+13	39071
986	398752744.9	39071	2.44849775e+13	39071
987	398603101.1	39071	2.447677898e+13	39071
988	398482750.1	39071	2.446661918e+13	39071
989	398391964.4	39071	2.446356645e+13	39071
990	398387339.9	39071	2.446299944e+13	39071
991	398315640.9	39071	2.445705131e+13	39071
992	398226337.2	39071	2.445363058e+13	39071
993	398120033.5	39071	2.444674812e+13	39071
994	398080566.1	39071	2.444397872e+13	39071
995	397961501.6	39071	2.443935675e+13	39071
996	397898033.3	39071	2.44377805e+13	39071
997	397822969.3	39071	2.443995501e+13	39071
998	397698576	39071	2.44338585e+13	39071
999	397548846.4	39071	2.442483708e+13	39071
